적용연도,HSK10,MTI6,산업20
2026,1211901960,015600,농수산식품
2026,1211901970,015600,농수산식품
2026,1211901980,015600,농수산식품
2026,1211901991,015600,농수산식품
2026,1211901992,015600,농수산식품
2026,1211901993,015600,농수산식품
2026,1211901999,015600,농수산식품
2026,1211909010,015600,농수산식품
2026,1211909090,014900,농수산식품
2026,1212211010,044100,농수산식품
2026,1212211020,044100,농수산식품
2026,1212211030,044100,농수산식품
2026,1212211090,044100,농수산식품
2026,1212212010,044300,농수산식품
2026,1212212020,044300,농수산식품
2026,1212212030,044300,농수산식품
2026,1212212040,044300,농수산식품
2026,1212212090,044300,농수산식품
2026,1212213010,044200,농수산식품
2026,1212213020,044200,농수산식품
2026,1212213030,044200,농수산식품
2026,1212213090,044200,농수산식품
2026,1212214010,044900,농수산식품
2026,1212214020,044900,농수산식품
2026,1212214030,044900,농수산식품
2026,1212214090,044900,농수산식품
2026,1212215010,044900,농수산식품
2026,1212215020,044900,농수산식품
2026,1212215030,044900,농수산식품
2026,1212215090,044900,농수산식품
2026,1212216010,044900,농수산식품
2026,1212216090,044900,농수산식품
2026,1212217011,044900,농수산식품
2026,1212217019,044900,농수산식품
2026,1212217021,044900,농수산식품
2026,1212217029,044900,농수산식품
2026,1212217031,044900,농수산식품
2026,1212217039,044900,농수산식품
2026,1212218011,044900,농수산식품
2026,1212218019,044900,농수산식품
2026,1212218021,044900,농수산식품
2026,1212218029,044900,농수산식품
2026,1212218031,044900,농수산식품
2026,1212218039,044900,농수산식품
2026,1212219011,044900,농수산식품
2026,1212219019,044900,농수산식품
2026,1212219091,044900,농수산식품
2026,1212219099,044900,농수산식품
2026,1212291010,044100,농수산식품
2026,1212291090,044100,농수산식품
2026,1212292010,044300,농수산식품
2026,1212292090,044300,농수산식품
2026,1212293010,044200,농수산식품
2026,1212293090,044200,농수산식품
2026,1212294010,044900,농수산식품
2026,1212294090,044900,농수산식품
2026,1212295010,044900,농수산식품
2026,1212295090,044900,농수산식품
2026,1212296010,044900,농수산식품
2026,1212296090,044900,농수산식품
2026,1212297011,044900,농수산식품
2026,1212297019,044900,농수산식품
2026,1212297021,044900,농수산식품
2026,1212297029,044900,농수산식품
2026,1212297031,044900,농수산식품
2026,1212297039,044900,농수산식품
2026,1212298011,044900,농수산식품
2026,1212298019,044900,농수산식품
2026,1212298021,044900,농수산식품
2026,1212298029,044900,농수산식품
2026,1212298031,044900,농수산식품
2026,1212298039,044900,농수산식품
2026,1212299011,044900,농수산식품
2026,1212299019,044900,농수산식품
2026,1212299091,044900,농수산식품
2026,1212299099,044900,농수산식품
2026,1212910000,011900,농수산식품
2026,1212920000,011900,농수산식품
2026,1212930000,011900,농수산식품
2026,1212940000,011900,농수산식품
2026,1212992000,011900,농수산식품
2026,1212993000,011900,농수산식품
2026,1212996000,011900,농수산식품
2026,1212999000,011900,농수산식품
2026,1213000000,013600,농수산식품
2026,1214101000,013600,농수산식품
2026,1214109000,013600,농수산식품
2026,1214901000,013600,농수산식품
2026,1214909011,013600,농수산식품
2026,1214909019,013600,농수산식품
2026,1214909090,013600,농수산식품
2026,1301200000,931220,바이오헬스
2026,1301901000,033900,농수산식품
2026,1301902010,931220,바이오헬스
2026,1301902090,013400,농수산식품
2026,1301909000,931220,바이오헬스
2026,1302110000,013400,농수산식품
2026,1302120000,931220,바이오헬스
2026,1302130000,931220,바이오헬스
2026,1302140000,013400,농수산식품
2026,1302191110,931220,바이오헬스
2026,1302191120,931220,바이오헬스
2026,1302191190,931220,바이오헬스
2026,1302191210,015530,농수산식품
2026,1302191220,931220,바이오헬스
2026,1302191290,931220,바이오헬스
2026,1302191900,015590,농수산식품
2026,1302192000,013400,농수산식품
2026,1302193000,033900,농수산식품
2026,1302199010,931220,바이오헬스
2026,1302199020,013400,농수산식품
2026,1302199031,931220,바이오헬스
2026,1302199032,931220,바이오헬스
2026,1302199033,931220,바이오헬스
2026,1302199034,931220,바이오헬스
2026,1302199035,931220,바이오헬스
2026,1302199039,931220,바이오헬스
2026,1302199091,013400,농수산식품
2026,1302199099,013400,농수산식품
2026,1302200000,013400,농수산식품
2026,1302311000,044400,농수산식품
2026,1302312000,044400,농수산식품
2026,1302319000,044400,농수산식품
2026,1302320000,013400,농수산식품
2026,1302390000,013400,농수산식품
2026,1401102000,033900,농수산식품
2026,1401109000,033900,농수산식품
2026,1401200000,033900,농수산식품
2026,1401900000,033900,농수산식품
2026,1404200000,014900,농수산식품
2026,1404901000,014900,농수산식품
2026,1404902010,033900,농수산식품
2026,1404902090,033900,농수산식품
2026,1404903010,033900,농수산식품
2026,1404903020,033900,농수산식품
2026,1404903090,033900,농수산식품
2026,1404904000,014900,농수산식품
2026,1404905000,014900,농수산식품
2026,1404906010,033900,농수산식품
2026,1404906020,033900,농수산식품
2026,1404906090,033900,농수산식품
2026,1404909000,014900,농수산식품
2026,1501101000,023120,농수산식품
2026,1501109000,023120,농수산식품
2026,1501200000,023120,농수산식품
2026,1501900000,023190,농수산식품
2026,1502101010,023110,농수산식품
2026,1502101090,023110,농수산식품
2026,1502109000,023110,농수산식품
2026,1502901000,023110,농수산식품
2026,1502909000,023190,농수산식품
2026,1503002000,023190,농수산식품
2026,1503009000,023190,농수산식품
2026,1504101000,047000,농수산식품
2026,1504109000,047000,농수산식품
2026,1504200000,931220,바이오헬스
2026,1504301000,047000,농수산식품
2026,1504309000,047000,농수산식품
2026,1505001000,931220,바이오헬스
2026,1505009000,931220,바이오헬스
2026,1506001000,023190,농수산식품
2026,1506009000,931220,바이오헬스
2026,1507101000,013110,농수산식품
2026,1507102000,013110,농수산식품
2026,1507109000,013110,농수산식품
2026,1507901010,013110,농수산식품
2026,1507901020,013110,농수산식품
2026,1507901090,931220,바이오헬스
2026,1507909000,931220,바이오헬스
2026,1508100000,013190,농수산식품
2026,1508901000,013190,농수산식품
2026,1508909000,013190,농수산식품
2026,1509200000,013140,농수산식품
2026,1509300000,013140,농수산식품
2026,1509400000,013140,농수산식품
2026,1509900000,931220,바이오헬스
2026,1510100000,013140,농수산식품
2026,1510900000,013140,농수산식품
2026,1511100000,013190,농수산식품
2026,1511901000,013190,농수산식품
2026,1511902000,013190,농수산식품
2026,1511909000,013190,농수산식품
2026,1512111000,013190,농수산식품
2026,1512112000,931220,바이오헬스
2026,1512191010,013190,농수산식품
2026,1512191020,013190,농수산식품
2026,1512199010,013190,농수산식품
2026,1512199020,013190,농수산식품
2026,1512210000,013190,농수산식품
2026,1512291000,931220,바이오헬스
2026,1512299000,013190,농수산식품
2026,1513110000,013190,농수산식품
2026,1513191000,013190,농수산식품
2026,1513199000,013190,농수산식품
2026,1513211000,013190,농수산식품
2026,1513212000,013190,농수산식품
2026,1513291010,931220,바이오헬스
2026,1513291020,013190,농수산식품
2026,1513299000,013190,농수산식품
2026,1514110000,013190,농수산식품
2026,1514191000,013190,농수산식품
2026,1514199000,013190,농수산식품
2026,1514911000,013190,농수산식품
2026,1514912000,013190,농수산식품
2026,1514991010,013190,농수산식품
2026,1514991020,013190,농수산식품
2026,1514999000,013190,농수산식품
2026,1515110000,013190,농수산식품
2026,1515190000,013190,농수산식품
2026,1515210000,013190,농수산식품
2026,1515290000,013190,농수산식품
2026,1515300000,931220,바이오헬스
2026,1515500000,013120,농수산식품
2026,1515600000,013190,농수산식품
2026,1515901000,013130,농수산식품
2026,1515909010,013190,농수산식품
2026,1515909020,013190,농수산식품
2026,1515909030,013190,농수산식품
2026,1515909040,013190,농수산식품
2026,1515909090,013190,농수산식품
2026,1516101000,023110,농수산식품
2026,1516102000,047000,농수산식품
2026,1516109000,023190,농수산식품
2026,1516201010,013190,농수산식품
2026,1516201020,013190,농수산식품
2026,1516201030,013190,농수산식품
2026,1516201040,013130,농수산식품
2026,1516201050,013120,농수산식품
2026,1516202010,013190,농수산식품
2026,1516202020,013190,농수산식품
2026,1516202030,013190,농수산식품
2026,1516202040,013190,농수산식품
2026,1516202050,013110,농수산식품
2026,1516202090,013190,농수산식품
2026,1516300000,013190,농수산식품
2026,1517100000,013210,농수산식품
2026,1517901000,013290,농수산식품
2026,1517902000,013290,농수산식품
2026,1517909000,013290,농수산식품
2026,1518001000,013290,농수산식품
2026,1518002000,013290,농수산식품
2026,1518009010,013290,농수산식품
2026,1518009090,013290,농수산식품
2026,1520000000,014500,농수산식품
2026,1521101000,931220,바이오헬스
2026,1521102000,013300,농수산식품
2026,1521109000,013300,농수산식품
2026,1521901000,047000,농수산식품
2026,1521902000,931220,바이오헬스
2026,1521909000,013300,농수산식품
2026,1522000000,014500,농수산식품
2026,1601001000,024110,농수산식품
2026,1601009000,024110,농수산식품
2026,1602100000,024190,농수산식품
2026,1602201000,024190,농수산식품
2026,1602209000,024190,농수산식품
2026,1602311000,022230,농수산식품
2026,1602319000,022230,농수산식품
2026,1602321010,022210,농수산식품
2026,1602321090,022210,농수산식품
2026,1602329000,022210,농수산식품
2026,1602391000,022290,농수산식품
2026,1602399000,022290,농수산식품
2026,1602411000,022120,농수산식품
2026,1602419000,022120,농수산식품
2026,1602421000,022120,농수산식품
2026,1602429000,022120,농수산식품
2026,1602491000,022120,농수산식품
2026,1602499000,022120,농수산식품
2026,1602501000,022110,농수산식품
2026,1602509000,022110,농수산식품
2026,1602901000,024190,농수산식품
2026,1602909000,024190,농수산식품
2026,1603001000,024190,농수산식품
2026,1603002000,024190,농수산식품
2026,1603003000,047000,농수산식품
2026,1603004000,047000,농수산식품
2026,1603009000,047000,농수산식품
2026,1604111000,046110,농수산식품
2026,1604119000,046900,농수산식품
2026,1604121000,046110,농수산식품
2026,1604129000,046900,농수산식품
2026,1604131000,046110,농수산식품
2026,1604139000,046900,농수산식품
2026,1604141011,046110,농수산식품
2026,1604141012,046110,농수산식품
2026,1604141019,046110,농수산식품
2026,1604141021,046110,농수산식품
2026,1604141029,046110,농수산식품
2026,1604141031,046110,농수산식품
2026,1604141039,046110,농수산식품
2026,1604149000,046900,농수산식품
2026,1604151000,046110,농수산식품
2026,1604159000,046900,농수산식품
2026,1604161000,046110,농수산식품
2026,1604169000,046900,농수산식품
2026,1604171000,046110,농수산식품
2026,1604179000,046110,농수산식품
2026,1604180000,046900,농수산식품
2026,1604191010,046110,농수산식품
2026,1604191020,046110,농수산식품
2026,1604191090,046110,농수산식품
2026,1604199010,046900,농수산식품
2026,1604199090,046900,농수산식품
2026,1604201000,046900,농수산식품
2026,1604202000,046900,농수산식품
2026,1604203000,046900,농수산식품
2026,1604204010,046900,농수산식품
2026,1604204090,046900,농수산식품
2026,1604209000,046900,농수산식품
2026,1604310000,046900,농수산식품
2026,1604320000,046900,농수산식품
2026,1605101010,046190,농수산식품
2026,1605101091,046900,농수산식품
2026,1605101099,046900,농수산식품
2026,1605109000,046190,농수산식품
2026,1605211000,046900,농수산식품
2026,1605219000,046900,농수산식품
2026,1605290000,046900,농수산식품
2026,1605301000,046190,농수산식품
2026,1605309000,046900,농수산식품
2026,1605401000,046190,농수산식품
2026,1605409000,046900,농수산식품
2026,1605511000,046190,농수산식품
2026,1605519000,046900,농수산식품
2026,1605520000,046900,농수산식품
2026,1605531000,046190,농수산식품
2026,1605539000,046900,농수산식품
2026,1605541000,046900,농수산식품
2026,1605542010,046190,농수산식품
2026,1605542091,046900,농수산식품
2026,1605542099,046900,농수산식품
2026,1605550000,046900,농수산식품
2026,1605561010,046190,농수산식품
2026,1605561090,046900,농수산식품
2026,1605562010,046190,농수산식품
2026,1605562090,046900,농수산식품
2026,1605569010,046190,농수산식품
2026,1605569090,046900,농수산식품
2026,1605571000,046190,농수산식품
2026,1605579000,046900,농수산식품
2026,1605581000,046190,농수산식품
2026,1605589000,046900,농수산식품
2026,1605591010,046190,농수산식품
2026,1605591090,046900,농수산식품
2026,1605592010,046190,농수산식품
2026,1605592090,046900,농수산식품
2026,1605599010,046190,농수산식품
2026,1605599090,046900,농수산식품
2026,1605611000,046190,농수산식품
2026,1605619000,046900,농수산식품
2026,1605621000,046190,농수산식품
2026,1605629000,046900,농수산식품
2026,1605631000,046190,농수산식품
2026,1605639000,046900,농수산식품
2026,1605690000,046900,농수산식품
2026,1701121000,015810,농수산식품
2026,1701122000,015810,농수산식품
2026,1701130000,015810,농수산식품
2026,1701141000,015810,농수산식품
2026,1701142000,015810,농수산식품
2026,1701910000,015820,농수산식품
2026,1701990000,015820,농수산식품
2026,1702111000,931220,바이오헬스
2026,1702119000,015890,농수산식품
2026,1702191000,931220,바이오헬스
2026,1702199000,015890,농수산식품
2026,1702201000,015890,농수산식품
2026,1702202000,015890,농수산식품
2026,1702301000,931220,바이오헬스
2026,1702302000,015890,농수산식품
2026,1702401000,931220,바이오헬스
2026,1702402000,015890,농수산식품
2026,1702500000,015890,농수산식품
2026,1702601000,931220,바이오헬스
2026,1702602000,015890,농수산식품
2026,1702901000,024210,농수산식품
2026,1702902000,015890,농수산식품
2026,1702903000,931220,바이오헬스
2026,1702909000,015890,농수산식품
2026,1703101000,015830,농수산식품
2026,1703109000,015830,농수산식품
2026,1703901000,015830,농수산식품
2026,1703909000,015830,농수산식품
2026,1704100000,016110,농수산식품
2026,1704901000,016120,농수산식품
2026,1704902010,016120,농수산식품
2026,1704902020,016120,농수산식품
2026,1704902090,016120,농수산식품
2026,1704909000,016120,농수산식품
2026,1801001000,012560,농수산식품
2026,1801002000,012560,농수산식품
2026,1802001000,013500,농수산식품
2026,1802009000,013500,농수산식품
2026,1803100000,014900,농수산식품
2026,1803200000,014900,농수산식품
2026,1804000000,015220,농수산식품
2026,1805000000,015220,농수산식품
2026,1806100000,015220,농수산식품
2026,1806201000,015210,농수산식품
2026,1806209010,015220,농수산식품
2026,1806209090,015220,농수산식품
2026,1806311000,015210,농수산식품
2026,1806319000,015220,농수산식품
2026,1806321000,015210,농수산식품
2026,1806329000,015220,농수산식품
2026,1806901000,015210,농수산식품
2026,1806902111,016200,농수산식품
2026,1806902119,016200,농수산식품
2026,1806902191,016200,농수산식품
2026,1806902199,016200,농수산식품
2026,1806902210,016200,농수산식품
2026,1806902290,015220,농수산식품
2026,1806902910,016200,농수산식품
2026,1806902920,016200,농수산식품
2026,1806902991,016200,농수산식품
2026,1806902992,016200,농수산식품
2026,1806902999,016900,농수산식품
2026,1806903010,016200,농수산식품
2026,1806903091,016200,농수산식품
2026,1806903099,016200,농수산식품
2026,1806909010,015220,농수산식품
2026,1806909090,015220,농수산식품
2026,1901101010,024320,농수산식품
2026,1901101090,024390,농수산식품
2026,1901109010,016200,농수산식품
2026,1901109090,016200,농수산식품
2026,1901201000,014100,농수산식품
2026,1901202000,014100,농수산식품
2026,1901209000,014100,농수산식품
2026,1901901000,016900,농수산식품
2026,1901902010,016900,농수산식품
2026,1901902020,016900,농수산식품
2026,1901909010,016900,농수산식품
2026,1901909091,016900,농수산식품
2026,1901909092,016900,농수산식품
2026,1901909099,016900,농수산식품
2026,1902111000,016400,농수산식품
2026,1902112000,016400,농수산식품
2026,1902119000,016400,농수산식품
2026,1902191000,016400,농수산식품
2026,1902192000,016400,농수산식품
2026,1902193000,016400,농수산식품
2026,1902199000,016400,농수산식품
2026,1902200000,016400,농수산식품
2026,1902301010,016400,농수산식품
2026,1902301090,016400,농수산식품
2026,1902309000,016400,농수산식품
2026,1902400000,016400,농수산식품
2026,1903001000,011230,농수산식품
2026,1903009000,011230,농수산식품
2026,1904101000,016200,농수산식품
2026,1904102000,016200,농수산식품
2026,1904103000,016200,농수산식품
2026,1904109000,016200,농수산식품
2026,1904201000,016200,농수산식품
2026,1904209000,016200,농수산식품
2026,1904300000,016200,농수산식품
2026,1904901010,016200,농수산식품
2026,1904901090,016200,농수산식품
2026,1904909000,016200,농수산식품
2026,1905100000,016300,농수산식품
2026,1905200000,016300,농수산식품
2026,1905310000,016130,농수산식품
2026,1905320000,016300,농수산식품
2026,1905400000,016300,농수산식품
2026,1905901010,016300,농수산식품
2026,1905901020,016130,농수산식품
2026,1905901030,016300,농수산식품
2026,1905901040,016130,농수산식품
2026,1905901050,016130,농수산식품
2026,1905901090,016300,농수산식품
2026,1905909010,016900,농수산식품
2026,1905909020,016900,농수산식품
2026,1905909090,016900,농수산식품
2026,2001100000,012108,농수산식품
2026,2001901000,016900,농수산식품
2026,2001909010,012112,농수산식품
2026,2001909020,012107,농수산식품
2026,2001909030,012102,농수산식품
2026,2001909040,012190,농수산식품
2026,2001909050,012190,농수산식품
2026,2001909060,012113,농수산식품
2026,2001909070,012111,농수산식품
2026,2001909090,012190,농수산식품
2026,2002100000,012107,농수산식품
2026,2002901000,012107,농수산식품
2026,2002909000,012107,농수산식품
2026,2003104000,012410,농수산식품
2026,2003109000,012490,농수산식품
2026,2003901000,012450,농수산식품
2026,2003902000,012440,농수산식품
2026,2003903000,012490,농수산식품
2026,2003909000,012490,농수산식품
2026,2004100000,011210,농수산식품
2026,2004901000,012190,농수산식품
2026,2004909000,012190,농수산식품
2026,2005101000,012190,농수산식품
2026,2005109000,012190,농수산식품
2026,2005201000,011210,농수산식품
2026,2005209000,011210,농수산식품
2026,2005400000,011350,농수산식품
2026,2005511000,011320,농수산식품
2026,2005512000,011330,농수산식품
2026,2005519000,011390,농수산식품
2026,2005591000,011320,농수산식품
2026,2005592000,011330,농수산식품
2026,2005599000,011390,농수산식품
2026,2005600000,012115,농수산식품
2026,2005700000,012190,농수산식품
2026,2005800000,012190,농수산식품
2026,2005910000,012320,농수산식품
2026,2005991000,016900,농수산식품
2026,2005992000,012190,농수산식품
2026,2005994000,012190,농수산식품
2026,2005999000,012190,농수산식품
2026,2006001000,012510,농수산식품
2026,2006002000,011615,농수산식품
2026,2006003000,012117,농수산식품
2026,2006004000,012190,농수산식품
2026,2006005000,011350,농수산식품
2026,2006006010,011390,농수산식품
2026,2006006090,011390,농수산식품
2026,2006007000,012115,농수산식품
2026,2006008000,012190,농수산식품
2026,2006009010,012190,농수산식품
2026,2006009020,012320,농수산식품
2026,2006009030,012190,농수산식품
2026,2006009090,012190,농수산식품
2026,2007100000,016900,농수산식품
2026,2007911000,016900,농수산식품
2026,2007919000,016900,농수산식품
2026,2007991000,016900,농수산식품
2026,2007999000,016900,농수산식품
2026,2008111000,011510,농수산식품
2026,2008119000,011510,농수산식품
2026,2008191000,012510,농수산식품
2026,2008192000,016900,농수산식품
2026,2008193000,016900,농수산식품
2026,2008199000,016900,농수산식품
2026,2008200000,016900,농수산식품
2026,2008301000,016900,농수산식품
2026,2008309000,016900,농수산식품
2026,2008400000,016900,농수산식품
2026,2008500000,016900,농수산식품
2026,2008600000,016900,농수산식품
2026,2008701000,016900,농수산식품
2026,2008709000,016900,농수산식품
2026,2008800000,016900,농수산식품
2026,2008910000,016900,농수산식품
2026,2008930000,016900,농수산식품
2026,2008971010,016900,농수산식품
2026,2008971090,016900,농수산식품
2026,2008972000,016900,농수산식품
2026,2008979000,016900,농수산식품
2026,2008991000,016900,농수산식품
2026,2008992000,016900,농수산식품
2026,2008993000,016900,농수산식품
2026,2008994000,016900,농수산식품
2026,2008995010,046900,농수산식품
2026,2008995090,046900,농수산식품
2026,2008999000,016900,농수산식품
2026,2009110000,015940,농수산식품
2026,2009120000,015940,농수산식품
2026,2009190000,015940,농수산식품
2026,2009210000,015940,농수산식품
2026,2009290000,015940,농수산식품
2026,2009311000,015940,농수산식품
2026,2009312000,015940,농수산식품
2026,2009319000,015940,농수산식품
2026,2009391000,015940,농수산식품
2026,2009392000,015940,농수산식품
2026,2009399000,015940,농수산식품
2026,2009410000,015940,농수산식품
2026,2009490000,015940,농수산식품
2026,2009500000,015990,농수산식품
2026,2009610000,015940,농수산식품
2026,2009690000,015940,농수산식품
2026,2009710000,015940,농수산식품
2026,2009790000,015940,농수산식품
2026,2009810000,015940,농수산식품
2026,2009891010,015940,농수산식품
2026,2009891020,015940,농수산식품
2026,2009891030,015940,농수산식품
2026,2009891090,015940,농수산식품
2026,2009892000,015990,농수산식품
2026,2009901010,015940,농수산식품
2026,2009901020,015940,농수산식품
2026,2009901030,015940,농수산식품
2026,2009901090,015940,농수산식품
2026,2009902000,015990,농수산식품
2026,2009909000,015990,농수산식품
2026,2101111000,015120,농수산식품
2026,2101119000,015120,농수산식품
2026,2101121000,015120,농수산식품
2026,2101129010,015120,농수산식품
2026,2101129090,015120,농수산식품
2026,2101201000,016900,농수산식품
2026,2101209011,016900,농수산식품
2026,2101209019,016900,농수산식품
2026,2101209090,016900,농수산식품
2026,2101301000,016900,농수산식품
2026,2101309000,016900,농수산식품
2026,2102101000,014200,농수산식품
2026,2102102000,014200,농수산식품
2026,2102103000,014200,농수산식품
2026,2102104000,014200,농수산식품
2026,2102109000,931220,바이오헬스
2026,2102201000,931220,바이오헬스
2026,2102202000,014200,농수산식품
2026,2102203010,014200,농수산식품
2026,2102203090,014200,농수산식품
2026,2102204010,014200,농수산식품
2026,2102204090,014200,농수산식품
2026,2102209000,931220,바이오헬스
2026,2102300000,014200,농수산식품
2026,2103100000,014310,농수산식품
2026,2103201000,014340,농수산식품
2026,2103202000,014390,농수산식품
2026,2103301000,014350,농수산식품
2026,2103302000,014350,농수산식품
2026,2103901010,014320,농수산식품
2026,2103901020,014390,농수산식품
2026,2103901030,014330,농수산식품
2026,2103901090,014390,농수산식품
2026,2103909010,014360,농수산식품
2026,2103909020,014370,농수산식품
2026,2103909030,014390,농수산식품
2026,2103909040,014390,농수산식품
2026,2103909050,014390,농수산식품
2026,2103909090,014390,농수산식품
2026,2104101000,024190,농수산식품
2026,2104102000,046900,농수산식품
2026,2104103000,012190,농수산식품
2026,2104109000,016900,농수산식품
2026,2104200000,016900,농수산식품
2026,2105001010,016500,농수산식품
2026,2105001090,016500,농수산식품
2026,2105009010,016500,농수산식품
2026,2105009090,016500,농수산식품
2026,2106101000,016900,농수산식품
2026,2106109020,016900,농수산식품
2026,2106109030,016900,농수산식품
2026,2106901010,015920,농수산식품
2026,2106901020,015920,농수산식품
2026,2106901090,015920,농수산식품
2026,2106902000,015990,농수산식품
2026,2106903011,015520,농수산식품
2026,2106903019,015520,농수산식품
2026,2106903021,015530,농수산식품
2026,2106903029,015530,농수산식품
2026,2106909010,015120,농수산식품
2026,2106909021,024390,농수산식품
2026,2106909022,024390,농수산식품
2026,2106909023,024390,농수산식품
2026,2106909030,024390,농수산식품
2026,2106909040,014200,농수산식품
2026,2106909050,016900,농수산식품
2026,2106909060,012590,농수산식품
2026,2106909070,016900,농수산식품
2026,2106909080,016900,농수산식품
2026,2106909091,024220,농수산식품
2026,2106909099,024220,농수산식품
2026,2201100000,015910,농수산식품
2026,2201901000,015910,농수산식품
2026,2201909000,015910,농수산식품
2026,2202101000,015910,농수산식품
2026,2202109000,015910,농수산식품
2026,2202910000,015990,농수산식품
2026,2202991000,015930,농수산식품
2026,2202992000,015940,농수산식품
2026,2202993000,015990,농수산식품
2026,2202999000,015990,농수산식품
2026,2203000000,015720,농수산식품
2026,2204100000,015740,농수산식품
2026,2204211000,015740,농수산식품
2026,2204212000,015740,농수산식품
2026,2204219000,015740,농수산식품
2026,2204221000,015740,농수산식품
2026,2204222000,015740,농수산식품
2026,2204229000,015740,농수산식품
2026,2204291000,015740,농수산식품
2026,2204292000,015740,농수산식품
2026,2204299000,015740,농수산식품
2026,2204300000,015740,농수산식품
2026,2205100000,015790,농수산식품
2026,2205900000,015790,농수산식품
2026,2206001010,015790,농수산식품
2026,2206001020,015790,농수산식품
2026,2206001090,015790,농수산식품
2026,2206002010,015790,농수산식품
2026,2206002020,015790,농수산식품
2026,2206002030,015790,농수산식품
2026,2206002090,015790,농수산식품
2026,2206009010,015790,농수산식품
2026,2206009090,015790,농수산식품
2026,2207101000,015790,농수산식품
2026,2207109010,015790,농수산식품
2026,2207109090,015790,농수산식품
2026,2207200000,015790,농수산식품
2026,2208201000,015790,농수산식품
2026,2208209000,015790,농수산식품
2026,2208301000,015750,농수산식품
2026,2208302000,015750,농수산식품
2026,2208303000,015750,농수산식품
2026,2208309000,015750,농수산식품
2026,2208400000,015760,농수산식품
2026,2208500000,015760,농수산식품
2026,2208600000,015790,농수산식품
2026,2208701000,015730,농수산식품
2026,2208702000,015790,농수산식품
2026,2208709000,015790,농수산식품
2026,2208901000,015760,농수산식품
2026,2208904000,015710,농수산식품
2026,2208906000,015790,농수산식품
2026,2208907000,015790,농수산식품
2026,2208909000,015790,농수산식품
2026,2209001000,016900,농수산식품
2026,2209009000,016900,농수산식품
2026,2301101000,023900,농수산식품
2026,2301102000,023900,농수산식품
2026,2301201000,046900,농수산식품
2026,2301209000,046900,농수산식품
2026,2302100000,013500,농수산식품
2026,2302300000,013500,농수산식품
2026,2302401000,013500,농수산식품
2026,2302409000,013500,농수산식품
2026,2302500000,013500,농수산식품
2026,2303100000,013500,농수산식품
2026,2303200000,013500,농수산식품
2026,2303301000,013500,농수산식품
2026,2303309000,013500,농수산식품
2026,2304000000,013500,농수산식품
2026,2305000000,013500,농수산식품
2026,2306100000,013500,농수산식품
2026,2306200000,013500,농수산식품
2026,2306300000,013500,농수산식품
2026,2306410000,013500,농수산식품
2026,2306490000,013500,농수산식품
2026,2306500000,013500,농수산식품
2026,2306600000,013500,농수산식품
2026,2306901000,013500,농수산식품
2026,2306902000,013500,농수산식품
2026,2306903000,013500,농수산식품
2026,2306909000,013500,농수산식품
2026,2307000000,013500,농수산식품
2026,2308001000,012590,농수산식품
2026,2308002000,011690,농수산식품
2026,2308003000,013600,농수산식품
2026,2308009000,013600,농수산식품
2026,2309101000,013600,농수산식품
2026,2309102000,013600,농수산식품
2026,2309901010,013600,농수산식품
2026,2309901020,013600,농수산식품
2026,2309901030,013600,농수산식품
2026,2309901040,013600,농수산식품
2026,2309901091,013600,농수산식품
2026,2309901099,013600,농수산식품
2026,2309902010,013600,농수산식품
2026,2309902020,013600,농수산식품
2026,2309902030,013600,농수산식품
2026,2309902099,013600,농수산식품
2026,2309903010,013600,농수산식품
2026,2309903020,013600,농수산식품
2026,2309903030,013600,농수산식품
2026,2309903090,013600,농수산식품
2026,2309909010,013600,농수산식품
2026,2309909090,013600,농수산식품
2026,2401101000,015410,농수산식품
2026,2401102000,015410,농수산식품
2026,2401103000,015410,농수산식품
2026,2401109000,015410,농수산식품
2026,2401201000,015410,농수산식품
2026,2401202000,015410,농수산식품
2026,2401203000,015410,농수산식품
2026,2401209000,015410,농수산식품
2026,2401301000,015410,농수산식품
2026,2401302000,015410,농수산식품
2026,2401309000,015410,농수산식품
2026,2402101000,015420,농수산식품
2026,2402102000,015420,농수산식품
2026,2402103000,015420,농수산식품
2026,2402201000,015420,농수산식품
2026,2402209000,015420,농수산식품
2026,2402900000,015420,농수산식품
2026,2403110000,015420,농수산식품
2026,2403191000,015420,농수산식품
2026,2403199000,015420,농수산식품
2026,2403911000,015420,농수산식품
2026,2403919000,015420,농수산식품
2026,2403991000,015420,농수산식품
2026,2403992000,015420,농수산식품
2026,2403993000,015420,농수산식품
2026,2403994000,015420,농수산식품
2026,2403999000,015420,농수산식품
2026,2501009020,931220,바이오헬스
2026,2507001010,931220,바이오헬스
2026,2507001090,931220,바이오헬스
2026,2519909000,931220,바이오헬스
2026,2520201000,932090,바이오헬스
2026,2707100000,211040,석유화학
2026,2707200000,211050,석유화학
2026,2707300000,211060,석유화학
2026,2707400000,219000,석유화학
2026,2707500000,211060,석유화학
2026,2707910000,219000,석유화학
2026,2707991000,219000,석유화학
2026,2707992000,219000,석유화학
2026,2707993000,219000,석유화학
2026,2707999000,219000,석유화학
2026,2708100000,133900,석유제품
2026,2708200000,133900,석유제품
2026,2710121000,133120,석유제품
2026,2710122000,133110,석유제품
2026,2710123000,133900,석유제품
2026,2710124000,133400,석유제품
2026,2710125000,133400,석유제품
2026,2710129000,133900,석유제품
2026,2710191010,133310,석유제품
2026,2710191090,133900,석유제품
2026,2710192010,133320,석유제품
