대시보드품목,조회HS,국가코드,국가,기준월,HS코드,품목명,수출액_USD,수입액_USD,수출중량_KG,수입중량_KG,무역수지_USD
전자집적회로,8542,PL,폴란드,2026-02-01,854232,메모리,10255214,0,1598,0,10255214
전자집적회로,8542,PL,폴란드,2026-02-01,854233,증폭기,937414,0,853,0,937414
전자집적회로,8542,PL,폴란드,2026-02-01,854239,기타,6743160,1039,2403,3,6742121
전자집적회로,8542,PL,폴란드,2026-02-01,854290,부분품,0,24,0,1,-24
전자집적회로,8542,PR,푸에르토리코,2026-02-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],7473,0,11,0,7473
전자집적회로,8542,PT,포루투갈,2026-02-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],4647513,829133,1760,36,3818380
전자집적회로,8542,PT,포루투갈,2026-02-01,854232,메모리,5583053,0,125,0,5583053
전자집적회로,8542,PT,포루투갈,2026-02-01,854239,기타,10,793475,1,15,-793465
전자집적회로,8542,PT,포루투갈,2026-02-01,854290,부분품,4587,0,68,0,4587
전자집적회로,8542,RO,루마니아,2026-02-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],39700,20105,136,25,19595
전자집적회로,8542,RO,루마니아,2026-02-01,854232,메모리,0,706,0,5,-706
전자집적회로,8542,RO,루마니아,2026-02-01,854233,증폭기,2432,0,3,0,2432
전자집적회로,8542,RO,루마니아,2026-02-01,854239,기타,82921,59,37,0,82862
전자집적회로,8542,RS,세르비아,2026-02-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],775871,0,213,0,775871
전자집적회로,8542,RS,세르비아,2026-02-01,854232,메모리,70,0,0,0,70
전자집적회로,8542,RS,세르비아,2026-02-01,854239,기타,750730,0,786,0,750730
전자집적회로,8542,SA,사우디아라비아,2026-02-01,854239,기타,2700,0,32,0,2700
전자집적회로,8542,SE,스웨덴,2026-02-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],3106860,17872,1136,2,3088988
전자집적회로,8542,SE,스웨덴,2026-02-01,854232,메모리,1267,0,3,0,1267
전자집적회로,8542,SE,스웨덴,2026-02-01,854233,증폭기,2633,487,1,0,2146
전자집적회로,8542,SE,스웨덴,2026-02-01,854239,기타,2300,1420,2,0,880
전자집적회로,8542,SG,싱가포르,2026-02-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],349932641,194952752,69767,11702,154979889
전자집적회로,8542,SG,싱가포르,2026-02-01,854232,메모리,475564320,157686101,3232,2114,317878219
전자집적회로,8542,SG,싱가포르,2026-02-01,854233,증폭기,1647,2860020,1,155,-2858373
전자집적회로,8542,SG,싱가포르,2026-02-01,854239,기타,5616910,18673577,29429,6395,-13056667
전자집적회로,8542,SG,싱가포르,2026-02-01,854290,부분품,500124,7409,9201,97,492715
전자집적회로,8542,SI,슬로베니아,2026-02-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],178,4389,0,2,-4211
전자집적회로,8542,SI,슬로베니아,2026-02-01,854239,기타,0,9653,0,4,-9653
전자집적회로,8542,SK,슬로바키아,2026-02-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],20229,379573,9,19,-359344
전자집적회로,8542,SK,슬로바키아,2026-02-01,854232,메모리,961845,0,87,0,961845
전자집적회로,8542,SK,슬로바키아,2026-02-01,854233,증폭기,20875,0,13,0,20875
전자집적회로,8542,SK,슬로바키아,2026-02-01,854239,기타,110931,21,25,0,110910
전자집적회로,8542,SV,엘살바도르,2026-02-01,854239,기타,0,2839,0,3,-2839
전자집적회로,8542,TH,태국,2026-02-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],26121405,11665764,16149,7948,14455641
전자집적회로,8542,TH,태국,2026-02-01,854232,메모리,89420130,1229861,2596,373,88190269
전자집적회로,8542,TH,태국,2026-02-01,854233,증폭기,14606,451315,14,234,-436709
전자집적회로,8542,TH,태국,2026-02-01,854239,기타,12570341,30669710,6728,13263,-18099369
전자집적회로,8542,TH,태국,2026-02-01,854290,부분품,4343119,7277,47245,25,4335842
전자집적회로,8542,TR,튀르키예,2026-02-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],1008116,0,149,0,1008116
전자집적회로,8542,TR,튀르키예,2026-02-01,854232,메모리,5481819,0,161,0,5481819
전자집적회로,8542,TR,튀르키예,2026-02-01,854233,증폭기,234260,0,92,0,234260
전자집적회로,8542,TR,튀르키예,2026-02-01,854239,기타,1190332,6528,296,12,1183804
전자집적회로,8542,TW,대만,2026-02-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],242410768,1428402577,68126,92268,-1185991809
전자집적회로,8542,TW,대만,2026-02-01,854232,메모리,3003111008,274290601,27937,12597,2728820407
전자집적회로,8542,TW,대만,2026-02-01,854233,증폭기,309040,4832172,71,1360,-4523132
전자집적회로,8542,TW,대만,2026-02-01,854239,기타,107635499,200747883,19914,34530,-93112384
전자집적회로,8542,TW,대만,2026-02-01,854290,부분품,5697871,576519,64185,1736,5121352
전자집적회로,8542,UA,우크라이나,2026-02-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],4080,0,3,0,4080
전자집적회로,8542,UA,우크라이나,2026-02-01,854233,증폭기,86900,0,16,0,86900
전자집적회로,8542,US,미국,2026-02-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],60609236,131008243,17571,8294,-70399007
전자집적회로,8542,US,미국,2026-02-01,854232,메모리,118438959,1998463,1994,429,116440496
전자집적회로,8542,US,미국,2026-02-01,854233,증폭기,1431218,1030144,110,145,401074
전자집적회로,8542,US,미국,2026-02-01,854239,기타,4984116,49181909,7927,7933,-44197793
전자집적회로,8542,US,미국,2026-02-01,854290,부분품,776971,181718,586,89,595253
전자집적회로,8542,VN,베트남,2026-02-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],945872721,14599815,90792,5124,931272906
전자집적회로,8542,VN,베트남,2026-02-01,854232,메모리,1582047381,7409000,38554,886,1574638381
전자집적회로,8542,VN,베트남,2026-02-01,854233,증폭기,4336258,35607,1196,14,4300651
전자집적회로,8542,VN,베트남,2026-02-01,854239,기타,223778712,1094609,49864,1259,222684103
전자집적회로,8542,VN,베트남,2026-02-01,854290,부분품,1030510,67,2204,2,1030443
전자집적회로,8542,ZA,남아프리카공화국,2026-02-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],237994,4,49,0,237990
전자집적회로,8542,ZA,남아프리카공화국,2026-02-01,854232,메모리,65264,0,49,0,65264
전자집적회로,8542,ZA,남아프리카공화국,2026-02-01,854239,기타,24218,0,156,0,24218
전자집적회로,8542,ZZ,기타국,2026-02-01,854232,메모리,36,0,0,0,36
전자집적회로,8542,AE,아랍에미리트 연합,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],39410,0,10,0,39410
전자집적회로,8542,AR,아르헨티나,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],220552,0,322,0,220552
전자집적회로,8542,AR,아르헨티나,2026-03-01,854232,메모리,60814,0,118,0,60814
전자집적회로,8542,AR,아르헨티나,2026-03-01,854239,기타,1363694,0,2684,0,1363694
전자집적회로,8542,AT,오스트리아,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],8557505,107122,3087,23,8450383
전자집적회로,8542,AT,오스트리아,2026-03-01,854232,메모리,22394700,0,544,0,22394700
전자집적회로,8542,AT,오스트리아,2026-03-01,854233,증폭기,17913,0,6,0,17913
전자집적회로,8542,AT,오스트리아,2026-03-01,854239,기타,190923,546328,232,140,-355405
전자집적회로,8542,AU,호주,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],3361,9,2,1,3352
전자집적회로,8542,AU,호주,2026-03-01,854232,메모리,31,0,0,0,31
전자집적회로,8542,AU,호주,2026-03-01,854233,증폭기,153850,4822,15,3,149028
전자집적회로,8542,AU,호주,2026-03-01,854239,기타,637,22249,3,12,-21612
전자집적회로,8542,BD,방글라데시,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],2263,0,8,0,2263
전자집적회로,8542,BD,방글라데시,2026-03-01,854232,메모리,221856,0,1,0,221856
전자집적회로,8542,BD,방글라데시,2026-03-01,854239,기타,154077,0,12,0,154077
전자집적회로,8542,BE,벨기에,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],873865,2555,112,1,871310
전자집적회로,8542,BE,벨기에,2026-03-01,854239,기타,515,510622,5,184,-510107
전자집적회로,8542,BG,불가리아,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],40059,0,2,0,40059
전자집적회로,8542,BG,불가리아,2026-03-01,854232,메모리,456,0,2,0,456
전자집적회로,8542,BG,불가리아,2026-03-01,854239,기타,0,98069,0,54,-98069
전자집적회로,8542,BR,브라질,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],57946911,337,4185,0,57946574
전자집적회로,8542,BR,브라질,2026-03-01,854232,메모리,155368375,623,3125,2,155367752
전자집적회로,8542,BR,브라질,2026-03-01,854233,증폭기,58436,0,169,0,58436
전자집적회로,8542,BR,브라질,2026-03-01,854239,기타,4885663,15,1010,0,4885648
전자집적회로,8542,BY,벨라루스,2026-03-01,854239,기타,0,26795,0,50,-26795
전자집적회로,8542,CA,캐나다,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],26177,16325,5,10,9852
전자집적회로,8542,CA,캐나다,2026-03-01,854232,메모리,11815043,0,74,0,11815043
전자집적회로,8542,CA,캐나다,2026-03-01,854233,증폭기,17521,283,3,1,17238
전자집적회로,8542,CA,캐나다,2026-03-01,854239,기타,6766,307305,6,5530,-300539
전자집적회로,8542,CA,캐나다,2026-03-01,854290,부분품,1584,0,1,0,1584
전자집적회로,8542,CH,스위스,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],64860,110778,8,127,-45918
전자집적회로,8542,CH,스위스,2026-03-01,854232,메모리,151,128,1,16,23
전자집적회로,8542,CH,스위스,2026-03-01,854233,증폭기,0,8615,0,6,-8615
전자집적회로,8542,CH,스위스,2026-03-01,854239,기타,0,1592859,0,380,-1592859
전자집적회로,8542,CH,스위스,2026-03-01,854290,부분품,0,18370,0,39,-18370
전자집적회로,8542,CM,카메룬,2026-03-01,854232,메모리,0,36,0,0,-36
전자집적회로,8542,CN,중국,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],805236104,227473007,137849,76758,577763097
전자집적회로,8542,CN,중국,2026-03-01,854232,메모리,7263474702,2522764802,109912,54932,4740709900
전자집적회로,8542,CN,중국,2026-03-01,854233,증폭기,738036,6894916,724,1359,-6156880
전자집적회로,8542,CN,중국,2026-03-01,854239,기타,138464865,155497301,64257,121844,-17032436
전자집적회로,8542,CN,중국,2026-03-01,854290,부분품,9474678,956336,97141,12776,8518342
전자집적회로,8542,CR,코스타리카,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],0,4300211,0,636,-4300211
전자집적회로,8542,CR,코스타리카,2026-03-01,854232,메모리,1633,0,1,0,1633
전자집적회로,8542,CR,코스타리카,2026-03-01,854239,기타,0,24493,0,9,-24493
전자집적회로,8542,CZ,체코공화국,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],9824201,391,3382,0,9823810
전자집적회로,8542,CZ,체코공화국,2026-03-01,854232,메모리,5684619,0,2896,0,5684619
전자집적회로,8542,CZ,체코공화국,2026-03-01,854233,증폭기,315842,8240,44,2,307602
전자집적회로,8542,CZ,체코공화국,2026-03-01,854239,기타,1507574,170799,706,372,1336775
전자집적회로,8542,DE,독일,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],3053833,28869485,1050,1696,-25815652
전자집적회로,8542,DE,독일,2026-03-01,854232,메모리,28057070,49564,825,7,28007506
전자집적회로,8542,DE,독일,2026-03-01,854233,증폭기,237657,54709,94,19,182948
전자집적회로,8542,DE,독일,2026-03-01,854239,기타,10938451,16184355,14879,3239,-5245904
전자집적회로,8542,DE,독일,2026-03-01,854290,부분품,0,663994,0,1531,-663994
전자집적회로,8542,DK,덴마크,2026-03-01,854232,메모리,0,2661,0,2,-2661
전자집적회로,8542,DK,덴마크,2026-03-01,854233,증폭기,2141,4813,2,0,-2672
전자집적회로,8542,DK,덴마크,2026-03-01,854239,기타,18421,18549,54,1,-128
전자집적회로,8542,EE,에스토니아,2026-03-01,854232,메모리,8195,0,0,0,8195
전자집적회로,8542,EG,이집트,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],4134021,0,791,0,4134021
전자집적회로,8542,EG,이집트,2026-03-01,854232,메모리,7656357,0,327,0,7656357
전자집적회로,8542,EG,이집트,2026-03-01,854233,증폭기,80486,0,26,0,80486
전자집적회로,8542,EG,이집트,2026-03-01,854239,기타,2384281,42,335,0,2384239
전자집적회로,8542,ES,스페인,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],16129,4428,13,0,11701
전자집적회로,8542,ES,스페인,2026-03-01,854232,메모리,218945,0,15,0,218945
전자집적회로,8542,ES,스페인,2026-03-01,854233,증폭기,11600,0,3,0,11600
전자집적회로,8542,ES,스페인,2026-03-01,854239,기타,10955,841963,16,104,-831008
전자집적회로,8542,ES,스페인,2026-03-01,854290,부분품,27427,0,20,0,27427
전자집적회로,8542,FI,핀란드,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],76425,0,5,0,76425
전자집적회로,8542,FI,핀란드,2026-03-01,854239,기타,0,32540,0,20,-32540
전자집적회로,8542,FI,핀란드,2026-03-01,854290,부분품,195117,260,681,1,194857
전자집적회로,8542,FR,프랑스,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],17802623,69234964,2209,6917,-51432341
전자집적회로,8542,FR,프랑스,2026-03-01,854232,메모리,3031,985817,6,417,-982786
전자집적회로,8542,FR,프랑스,2026-03-01,854233,증폭기,186,62612,0,16,-62426
전자집적회로,8542,FR,프랑스,2026-03-01,854239,기타,132030,6719942,138,1458,-6587912
전자집적회로,8542,FR,프랑스,2026-03-01,854290,부분품,0,251,0,1,-251
전자집적회로,8542,GB,영국,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],552367,317238,158,207,235129
전자집적회로,8542,GB,영국,2026-03-01,854232,메모리,2134686,2271,16,52,2132415
전자집적회로,8542,GB,영국,2026-03-01,854233,증폭기,0,8548,0,6,-8548
전자집적회로,8542,GB,영국,2026-03-01,854239,기타,16080,224648,13,191,-208568
전자집적회로,8542,GB,영국,2026-03-01,854290,부분품,0,2352,0,8,-2352
전자집적회로,8542,HK,홍콩,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],107238953,19904475,51538,3524,87334478
전자집적회로,8542,HK,홍콩,2026-03-01,854232,메모리,4910311941,9762395,127186,1765,4900549546
전자집적회로,8542,HK,홍콩,2026-03-01,854233,증폭기,898968,129946,1108,149,769022
전자집적회로,8542,HK,홍콩,2026-03-01,854239,기타,194633462,17517256,39924,5857,177116206
전자집적회로,8542,HK,홍콩,2026-03-01,854290,부분품,367998,9202,4466,4,358796
전자집적회로,8542,HR,크로아티아,2026-03-01,854239,기타,0,2459,0,4,-2459
전자집적회로,8542,HU,헝가리,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],794471,436247,273,60,358224
전자집적회로,8542,HU,헝가리,2026-03-01,854232,메모리,9560580,17,155,0,9560563
전자집적회로,8542,HU,헝가리,2026-03-01,854233,증폭기,8586,764,0,1,7822
전자집적회로,8542,HU,헝가리,2026-03-01,854239,기타,15351,14294,22,47,1057
전자집적회로,8542,ID,인도네시아,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],12463997,2825731,3523,1977,9638266
전자집적회로,8542,ID,인도네시아,2026-03-01,854232,메모리,46413904,52660,2264,47,46361244
전자집적회로,8542,ID,인도네시아,2026-03-01,854233,증폭기,167499,38436,174,5,129063
전자집적회로,8542,ID,인도네시아,2026-03-01,854239,기타,3481740,4143481,2759,2726,-661741
전자집적회로,8542,ID,인도네시아,2026-03-01,854290,부분품,6510,255,2,1,6255
전자집적회로,8542,IE,아일랜드,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],2094,561811,4,109,-559717
전자집적회로,8542,IE,아일랜드,2026-03-01,854232,메모리,9324,205,0,0,9119
전자집적회로,8542,IE,아일랜드,2026-03-01,854239,기타,1330,112986,7,10,-111656
전자집적회로,8542,IL,이스라엘,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],3607800,116060,1057,48,3491740
전자집적회로,8542,IL,이스라엘,2026-03-01,854232,메모리,0,9,0,0,-9
전자집적회로,8542,IL,이스라엘,2026-03-01,854233,증폭기,16224,0,25,0,16224
전자집적회로,8542,IL,이스라엘,2026-03-01,854239,기타,28937,1095909,56,69,-1066972
전자집적회로,8542,IL,이스라엘,2026-03-01,854290,부분품,347,87875,4,132,-87528
전자집적회로,8542,IN,인도,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],149004775,24253,24651,45,148980522
전자집적회로,8542,IN,인도,2026-03-01,854232,메모리,205394665,2084,4025,2,205392581
전자집적회로,8542,IN,인도,2026-03-01,854233,증폭기,540794,2,507,0,540792
전자집적회로,8542,IN,인도,2026-03-01,854239,기타,18336750,291423,9634,198,18045327
전자집적회로,8542,IN,인도,2026-03-01,854290,부분품,0,292,0,1,-292
전자집적회로,8542,IT,이탈리아,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],669258,13152542,250,721,-12483284
전자집적회로,8542,IT,이탈리아,2026-03-01,854232,메모리,5642,168,10,2,5474
전자집적회로,8542,IT,이탈리아,2026-03-01,854233,증폭기,6292,63934,4,51,-57642
전자집적회로,8542,IT,이탈리아,2026-03-01,854239,기타,62725,7270391,75,3147,-7207666
전자집적회로,8542,IT,이탈리아,2026-03-01,854290,부분품,10758,3452,5,535,7306
전자집적회로,8542,JP,일본,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],29532555,584521395,8842,15813,-554988840
전자집적회로,8542,JP,일본,2026-03-01,854232,메모리,101690053,57213938,1402,1576,44476115
전자집적회로,8542,JP,일본,2026-03-01,854233,증폭기,171454,61988,160,42,109466
전자집적회로,8542,JP,일본,2026-03-01,854239,기타,3717465,95409250,3874,18567,-91691785
전자집적회로,8542,JP,일본,2026-03-01,854290,부분품,384420,966489,1988,7504,-582069
전자집적회로,8542,KE,케냐,2026-03-01,854232,메모리,141,0,1,0,141
전자집적회로,8542,KH,캄보디아,2026-03-01,854239,기타,0,725,0,0,-725
전자집적회로,8542,KZ,카자흐스탄,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],15992,0,5,0,15992
전자집적회로,8542,KZ,카자흐스탄,2026-03-01,854232,메모리,11,0,0,0,11
전자집적회로,8542,LB,레바논,2026-03-01,854239,기타,46253,0,8,0,46253
전자집적회로,8542,LU,룩셈부르그,2026-03-01,854290,부분품,3500,0,10,0,3500
전자집적회로,8542,MA,모로코,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],0,10972,0,8,-10972
전자집적회로,8542,MA,모로코,2026-03-01,854233,증폭기,0,9778,0,4,-9778
전자집적회로,8542,MA,모로코,2026-03-01,854239,기타,0,358343,0,1068,-358343
전자집적회로,8542,MA,모로코,2026-03-01,854290,부분품,102919,0,1422,0,102919
전자집적회로,8542,MC,모나코,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],72327,0,63,0,72327
전자집적회로,8542,MO,마카오,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],44,0,1,0,44
전자집적회로,8542,MO,마카오,2026-03-01,854239,기타,0,60,0,1,-60
전자집적회로,8542,MT,몰타,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],6616141,75344,5952,18,6540797
전자집적회로,8542,MT,몰타,2026-03-01,854233,증폭기,0,1335,0,0,-1335
전자집적회로,8542,MT,몰타,2026-03-01,854239,기타,85765,177579,312,34,-91814
전자집적회로,8542,MT,몰타,2026-03-01,854290,부분품,598068,0,5065,0,598068
전자집적회로,8542,MU,모리셔스,2026-03-01,854239,기타,0,5,0,0,-5
전자집적회로,8542,MX,멕시코,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],22817578,2161986,8570,1307,20655592
전자집적회로,8542,MX,멕시코,2026-03-01,854232,메모리,20949057,7269,2226,7,20941788
전자집적회로,8542,MX,멕시코,2026-03-01,854233,증폭기,1400522,1613153,2454,689,-212631
전자집적회로,8542,MX,멕시코,2026-03-01,854239,기타,23258739,1676660,7700,956,21582079
전자집적회로,8542,MY,말레이시아,2026-03-01,854231,프로세서와 컨트롤러[메모리ㆍ변환기ㆍ논리회로ㆍ증폭기ㆍ클록(clock)ㆍ타이밍(timing) 회로나 그 밖의 회로를 갖춘 것인지는 상관없다],137089066,110864850,52542,13397,26224216
전자집적회로,8542,MY,말레이시아,2026-03-01,854232,메모리,605139659,6276538,2550,196,598863121
